path,status,source,destination,bucket,consumed_contract_row,security_review_status,test_evidence,reconciliation_decision,reviewer,adr_reference
.claude/skills/add-onecli/payload/src/gateway-providers/onecli.ts,renamed,src/gateway-providers/onecli.ts,.claude/skills/add-onecli/payload/src/gateway-providers/onecli.ts,C,,,Workstream C7 (ADR-030): reference implementation to port OneCLI against,,,ADR-030
.claude/skills/add-onecli/scripts/auth.ts,added,,,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-onecli/scripts/credential-store.test.ts,added,,,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-onecli/scripts/credential-store.ts,added,,,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-onecli/scripts/detect.ts,added,,,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-onecli/scripts/install-claude.sh,added,,,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-onecli/scripts/provider-credentials.test.ts,added,,,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-onecli/scripts/provider-credentials.ts,added,,,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-onecli/scripts/readiness.test.ts,added,,,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-onecli/scripts/register-claude-token.sh,renamed,setup/register-claude-token.sh,.claude/skills/add-onecli/scripts/register-claude-token.sh,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-onecli/scripts/setup.ts,renamed,setup/onecli.ts,.claude/skills/add-onecli/scripts/setup.ts,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-onecli/versions.json,added,,,A,,,"Upstream moved OneCLI out of trunk into this skill payload; Isthmus's C7 (commit 0bb51506) kept OneCLI core-baked instead, matching upstream's own default-gateway shape without the skill indirection -- this payload was not adopted, by design, not by omission.",declined:architecture-onecli-stays-core,,
.claude/skills/add-opencode/ARCHITECTURE.md,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/ONECLI-LEGACY.md,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/REMOVE.md,modified,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/SKILL.md,modified,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/apply-fixtures.json,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/opencode-cli-tools.test.ts,deleted,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/provider-contracts/opencode.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/mcp-to-opencode.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/mcp-to-opencode.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode-auth.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode-auth.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode-config.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode-memory.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode-registration.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode-turn.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.attachments.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.config.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.conformance.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.empty-resume.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.factory.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.memory.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.native.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.question.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.shared-runtime.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.sse-cleanup.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/container/agent-runner/src/providers/opencode.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/scripts/opencode-auth-config.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
.claude/skills/add-opencode/payload/scripts/opencode-auth.test.ts,added,,,C,,,"plan's own Non-goals section: ""channels/providers sibling-branch drift this produces (Mattermost, Codex/OpenCode contract work)... already-tracked threads (see .github/workflows/ci.yml's sync-sibling-branches-* jobs)""",declined:out-of-scope-tracked-by-sync-sibling-branch-mechanism,,
